CASRN,DTXSID,SMILES
194427-39-9,DTXSID30896337,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1946796-71-9,DTXSID80895638,C(/C=C/CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F
194735-07-4,DTXSID20443273,C(CN(CC(CCl)O)CC(CCl)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
194877-37-7,DTXSID00611211,C1C(O1)CC(C(CC2CO2)(F)F)(F)F
19493-30-2,DTXSID40610223,C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
195044-31-6,DTXSID50772922,C1=CC=C(C(=O)C=C1)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
195047-10-0,DTXSID30772920,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C=O
195147-90-1,DTXSID20772898,C1=CC=C(C=C1)C(=O)CCC=CCC(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F
195324-87-9,DTXSID60895651,C1=CC(=CC=C1CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br
195324-88-0,DTXSID90697584,C1=CC(=CC=C1CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br
195324-93-7,DTXSID70454874,C1=CC(=CC(=C1)P(C2=CC=CC(=C2)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C3=CC=CC(=C3)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
19547-30-9,DTXSID30896397,C1(=C(C(=C(C(=C1F)F)C(C(F)(F)F)(C(F)(F)F)F)F)F)C(=O)C(C(F)(F)F)(C(F)(F)F)F
19614-62-1,DTXSID30506121,C1(=C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)I)Cl
196859-54-8,DTXSID30892475,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-]
196932-95-3,DTXSID90895725,C1=CC(=CC=C1C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[N+](=O)[O-]
197018-78-3,DTXSID30772829,C[Si](C)(CCCC(C(C(F)(F)F)(F)F)(F)F)N1CCOCC1
197218-56-7,DTXSID401014757,C(=O)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
19742-57-5,DTXSID90896651,C(=O)(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+]
197703-75-6,DTXSID50423109,CP(C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F
1978-24-1,DTXSID90173474,C1(C(C(C(C(OC(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
197963-86-3,DTXSID10895565,CC(OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980034-03-4,DTXSID001022336,CCOC(=O)OCC(C(C(F)(F)F)(F)F)(F)F
1980039-13-1,DTXSID80895618,C(CCCCC(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)CCCC(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
1980039-82-4,DTXSID601022241,C(COC(=O)C(F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1980048-92-7,DTXSID60896825,C(CCCCC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)CCCC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
1980053-42-6,DTXSID90881380,CCCCCCCCCCCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980054-34-9,DTXSID50895428,CCCCCCCCCCCCCCCCC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980062-87-0,DTXSID401022952,C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F
1980063-14-6,DTXSID30881389,CCCCCCCCCCCCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980063-53-3,DTXSID901019188,CCCCCC(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)I
1980063-56-6,DTXSID50881381,CCCCCCCCCCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980063-68-0,DTXSID00881391,CCCCCCCCCCCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980064-30-9,DTXSID50895589,C(CCC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)CC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
1980065-05-1,DTXSID10881382,CCCCCCCCCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980076-48-9,DTXSID50895408,C(CCCCCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
1980076-71-8,DTXSID20881393,CCCCCCCCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1980085-61-7,DTXSID101022953,CCCOC(=O)OCC(C(F)(F)F)(F)F
1980086-18-7,DTXSID60895590,C(CC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)C(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
1980786-99-9,DTXSID10895429,CCCCCCCC=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
198283-43-1,DTXSID20772777,C[SiH](C)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1992-91-2,DTXSID30382048,C(C(CO)O)C(C(C(F)(F)F)(F)F)(F)F
19932-27-5,DTXSID90379732,C1C(O1)COCC(C(C(C(F)F)(F)F)(F)F)(F)F
1994-18-9,DTXSID40588675,C1=CSC(=C1)C(=O)CC(=O)C(C(F)(F)F)(F)F
199530-73-9,DTXSID30895946,CC(=O)NC1=CC=C(C=C1)C(C(C(F)(F)F)(F)F)(F)F
1996-88-9,DTXSID8062101,CC(=C)C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1997344-07-6,DTXSID30896635,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)[O-])(F)F)(F)F.[Na+]
1998-53-4,DTXSID70173775,C(=C(F)F)(OC(C(OC(=C(F)F)F)(F)F)(F)F)F
1998-67-0,DTXSID40338632,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
20006-68-2,DTXSID90897547,C[Si](CCCOC(C(F)(F)F)(C(F)(F)F)F)(Cl)Cl
200112-75-0,DTXSID40457135,C(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CI
20015-46-7,DTXSID50379910,C(CO)C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F
20017-48-5,DTXSID80896403,COC1=NC(=C(C(=C1F)C(C(F)(F)F)(C(F)(F)F)F)F)F
20017-49-6,DTXSID30379877,C1(=C(C(=C(C(=C1F)F)C(F)(F)F)F)F)C(C(F)(F)F)(C(F)(F)F)F
20017-50-9,DTXSID40896383,C1(=C(C(=C(C(=C1F)F)[N+](=O)[O-])F)F)C(C(F)(F)F)(C(F)(F)F)F
20017-51-0,DTXSID20896407,C1(=C(C(=C(C(=C1F)C(C(F)(F)F)(C(F)(F)F)F)F)F)[N+](=O)[O-])C(C(F)(F)F)(C(F)(F)F)F
20017-53-2,DTXSID20348355,C1(=C(C(=NC(=C1C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F
20017-54-3,DTXSID90896373,C(#N)C1=C(C(=C(C(=C1F)F)C(C(F)(F)F)(C(F)(F)F)F)F)F
20017-56-5,DTXSID50896379,C1(=C(C(=C(C(=C1F)F)C(C(F)(F)F)(C(F)(F)F)F)F)F)C(=O)O
200337-06-0,DTXSID10895580,C1=CC=C(C=C1)CSCC(C(C(F)(F)F)(F)F)(F)F
200501-96-8,DTXSID10380249,C(CI)C(C(F)(F)F)(OC(F)(F)F)F
200501-98-0,DTXSID70782568,CCC(C(F)(F)F)(OC(F)(F)F)F
200617-36-3,DTXSID40571880,CC1=CC2=C(C=C1)N=C(C=C2)C(C(C(F)(F)F)(F)F)(F)F
200817-54-5,DTXSID00895296,CCCCCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
200817-55-6,DTXSID70895364,CCCCCCCCCCCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
200817-56-7,DTXSID00895357,CCCCCCCCCCCCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
20084-49-5,DTXSID00895650,C1C(O1)CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
200862-70-0,DTXSID90893367,C1=CC(=CC=C1C2=C(C=C(C=C2)S(=O)(=O)Cl)C3=CC=C(C=C3)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
20109-59-5,DTXSID30880231,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+]
20116-32-9,DTXSID50379718,CC1CC(CC1CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(=O)O)C(=O)O
20120-37-0,DTXSID00782556,C[Si](C)(CCCOC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl
20120-44-9,DTXSID40895750,C=CCOC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
20157-74-8,DTXSID80467657,C1=CC=C(C=C1)P(C2=CC=CC=C2)C(C(F)(F)F)(F)F
20165-38-2,DTXSID10173996,C(C([N+](=O)[O-])(F)F)([N+](=O)[O-])([N+](=O)[O-])F
201740-57-0,DTXSID40449914,C(C[Si](CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
201943-30-8,DTXSID50572121,C1=CC=C(C=C1)CS(=O)(=O)CC(C(C(C(F)F)(F)F)(F)F)(F)F
201943-34-2,DTXSID60782537,C1=CC=C(C=C1)CSC#CC(C(C(F)F)(F)F)(F)F
2022-80-2,DTXSID10380805,C(CBr)C(C(F)(F)Br)(F)Br
203201-14-3,DTXSID20895672,CC(=O)CC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
203255-90-7,DTXSID10449906,C(=O)(C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F)OOC(=O)C2(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F)F
203302-96-9,DTXSID60371602,C(C(=O)C(C(F)(F)F)(F)F)(Br)Br
203302-98-1,DTXSID00379566,COC(=O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
203302-99-2,DTXSID50377678,COC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
203303-00-8,DTXSID20379563,COC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
203303-01-9,DTXSID10379916,C(C(C(C(C(C(C(C(CO)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
203929-12-8,DTXSID60896608,C=CC(C(C(C(F)(F)I)(F)F)(F)F)(F)F
204057-69-2,DTXSID40392097,C(C(=O)O)SC(C(C(F)(F)F)(F)F)(F)F
204130-95-0,DTXSID60896163,C1=CC=C(C=C1)C2=NNC(=C2)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
204270-10-0,DTXSID401023586,C(C(C(OC(C(OC(=C(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F)OP(=O)(O)O
204316-01-8,DTXSID90895200,C[Si](C)(C)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
204316-37-0,DTXSID60781383,C(CCCCCCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCCCCCCCCCC(=O)O
2043-47-2,DTXSID1062122,C(CO)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2043-52-9,DTXSID90880156,C(CI)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2043-53-0,DTXSID6062123,C(CI)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2043-54-1,DTXSID1062124,C(CI)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2043-55-2,DTXSID1047578,C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2043-57-4,DTXSID2047565,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
20474-89-9,DTXSID40634686,C(=O)(C(C(C(F)(F)Cl)(F)Cl)(F)F)C(F)(F)F
204922-38-3,DTXSID80897152,C(CCCCCCNC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCCNC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
205367-61-9,DTXSID70432394,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
20583-66-8,DTXSID80329968,C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)C(F)(F)F
2058-94-8,DTXSID8047553,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
2059-15-6,DTXSID90896111,C1=CC(=CC(=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F)C(F)(F)F
205926-51-8,DTXSID20572299,C(C(F)(F)F)(C(F)(F)F)(F)P(F)(F)(F)F
20608-39-3,DTXSID10527415,C1=CC=C(C=C1)P(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F
206184-90-9,DTXSID50442299,C1=CC=C(C=C1)CNCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2062-20-6,DTXSID50371853,COC(=O)C(C(C(C(C(C(C(=O)OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2062-98-8,DTXSID60862823,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)F
206436-41-1,DTXSID20782452,C(=O)(C(C(F)(F)F)(F)F)OC(C(F)(F)F)(F)F
206560-66-9,DTXSID20709780,C1=CC(=CC=C1C(C(F)(F)F)(F)F)Br
206560-77-2,DTXSID40399506,C1=CC(=CC=C1C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br
2070-60-2,DTXSID40895391,COC(=O)CCC(C(C(F)(F)F)(F)F)(F)F
2070-70-4,DTXSID30880175,C(=C(/C(F)(F)F)\F)(\C(C(F)(F)F)(C(F)(F)F)F)/F
207122-00-7,DTXSID70895304,CCCCCCCCC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
207122-01-8,DTXSID30895305,CCCCCCCCCC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
207129-45-1,DTXSID00446989,C(C(F)(F)F)(C(F)(F)F)(F)S(=O)(=O)C(F)(F)F
207671-78-1,DTXSID60897493,C(=C(/C(C(F)(F)F)(C(F)(F)F)F)\F)(\C(=O)Cl)/F
207678-51-1,DTXSID70896593,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F)O
208186-76-9,DTXSID40696688,C(=C\C(=O)OC(C(F)(F)F)C(F)(F)F)\C(=O)OC(C(F)(F)F)C(F)(F)F
20825-07-4,DTXSID90174941,C(C(=O)C(C(F)(F)F)(F)F)C(=O)C(F)(F)F
208663-34-7,DTXSID10782406,C1=CC=C(C=C1)COC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2087970-37-2,DTXSID40893155,C(C([14C](=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F
2087970-38-3,DTXSID20893153,C(C([14C](=O)[O-])(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F.[K+]
2089108-61-0,DTXSID601022053,C(CNS(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)CS(=O)(=O)O
2089109-18-0,DTXSID40892966,C[N+](C)(CCCN(CCC(=O)O)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CC(=O)O
2089109-32-8,DTXSID001022112,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(C(F)(F)S(F)(F)(F)(F)F)(F)F)(F)F
2089109-40-8,DTXSID701022018,C(=C(C(F)(F)F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)F
2089109-73-7,DTXSID801022073,CN(C)CCC(CO)N(CCCS(=O)(=O)O)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
2089110-01-8,DTXSID401022126,C(C(O)S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
20897-65-8,DTXSID80895976,C1=CN=C(C=C1C(=O)O)C(C(C(F)(F)F)(F)F)(F)F
21049-36-5,DTXSID00896627,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+]
21049-38-7,DTXSID70896634,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[K+]
21049-39-8,DTXSID50896632,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+]
21055-88-9,DTXSID9066673,CCN(CCOC(=O)NC1=CC(=C(C=C1)C)NC(=O)OCCN(CC)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2106-32-3,DTXSID90379297,C(C(C(C(Cl)(Cl)Cl)(F)F)(F)Cl)(C(C(F)(F)Cl)(F)Cl)(F)F
2106-54-9,DTXSID90880176,C(=O)(C(C(C(C(C(F)(F)Cl)(F)Cl)(F)F)(F)Cl)(F)F)O
2106-55-0,DTXSID70863104,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F
210896-25-6,DTXSID30893366,CC(C)CC(C)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
210972-74-0,DTXSID40895674,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
211254-73-8,DTXSID60893551,CC(=O)C1=CC=C(C=C1)[C@H]2C[C@]3([C@@H](CC[C@]3(C(C(F)(F)F)(F)F)O)[C@H]4C2=C5CCC(=O)C=C5CC4)C
21250-00-0,DTXSID50305274,CC(=O)OC1=CC=C(C=C1)C(C(C(C2=CC=C(C=C2)OC(=O)C)(F)F)(F)F)(F)F
21250-11-3,DTXSID70342722,C1=CSC(=C1)C(C(C(C2=CC=CS2)(F)F)(F)F)(F)F
212563-43-4,DTXSID20382052,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
2127366-90-7,DTXSID80893154,C(C(C(=O)[O-])(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F
212957-49-8,DTXSID70871522,CC(C)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
21297-65-4,DTXSID50631388,C1(C(OC(O1)(F)F)(F)F)(F)F
2131064-77-0,DTXSID50894072,C(CSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-].[K+]
213207-95-5,DTXSID30895209,C(CCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCCCCBr
213681-67-5,DTXSID60895691,CC(=O)SCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
214196-02-8,DTXSID20895192,CCCCCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
214334-16-4,DTXSID00882989,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(CC(=O)OCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)O
214358-54-0,DTXSID40895351,C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br)Br
2144-53-8,DTXSID3047558,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2144-54-9,DTXSID6062204,CC(=C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2145-68-8,DTXSID30175730,CC(C)(C)C(=O)CC(=O)C(C(F)(F)F)(F)F
2145-81-5,DTXSID80562853,CC(=C)C(=O)OCCC(C(C(F)(F)F)(F)F)(F)F
2145-82-6,DTXSID30574704,C1CCC(=O)C(C1)C(=O)C(C(F)(F)F)(F)F
215094-37-4,DTXSID60897498,C[C@H](CCCC(C(F)(F)F)(C(F)(F)F)F)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C
21543-95-3,DTXSID10855189,COC(=O)C(C(C(C(=O)Cl)(F)F)(F)F)(F)F
21581-82-8,DTXSID60175945,C(=C(F)F)(C(C(F)(F)F)(C(F)(F)F)F)F
216144-94-4,DTXSID80381965,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
21615-47-4,DTXSID90880232,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O.N
216389-85-4,DTXSID10895707,C=CC(=O)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
216393-99-6,DTXSID00371222,C(=O)(C(C(C(F)(F)Cl)(F)Br)(F)F)O
216394-01-3,DTXSID30371598,C(C(F)(Br)I)(F)(F)Br
21652-57-3,DTXSID30382003,C(CBr)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
21652-58-4,DTXSID7074616,C=CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
21674-38-4,DTXSID20176059,C1(=NC(=NC(=N1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
21733-14-2,DTXSID80458207,C1=CC=C(C=C1)C2=NOC(=N2)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
217474-47-0,DTXSID60896022,CCOC(C1=CC=CC=C1N)(C(C(C(F)(F)F)(F)F)(F)F)F
217824-95-8,DTXSID90897507,C1(=C(C(=C(C(=C1F)F)F)F)F)C(C2=C(C(=C(C(=C2F)F)F)F)F)(C(OC(C(OC(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O
2192-60-1,DTXSID90896732,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OC(=O)C(C(C(F)(F)F)(F)F)(F)F
219557-62-7,DTXSID30895204,C(CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCO
2195-67-7,DTXSID00896021,C1=CC=C(C=C1)C2=NNC(=N2)C(C(C(F)(F)F)(F)F)(F)F
2196185-58-5,DTXSID10894073,C(CSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-].[NH4+]
2196242-85-8,DTXSID201015597,C(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(F)(F)Cl)(F)F)(F)F
21970-67-2,DTXSID50341778,C1=CC=C2C(=C1)C=CC=C2NC(=O)C(C(F)(F)F)(F)F
21970-68-3,DTXSID60423771,C1=CC=C2C=C(C=CC2=C1)NC(=O)C(C(F)(F)F)(F)F
