CASRN,DTXSID,SMILES
67939-90-6,DTXSID3070884,CCN(CCOP(=O)(O)O)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
67939-91-7,DTXSID8070885,CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
67939-92-8,DTXSID3070886,CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
67939-93-9,DTXSID8070887,CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
67939-95-1,DTXSID10880577,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[I-]
67939-96-2,DTXSID3070888,CC(=C)C(=O)OCCN(C)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
67939-97-3,DTXSID70880578,CCN(CCOP(=O)([O-])OCCN(CC)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[NH4+]
67939-98-4,DTXSID8070889,CCN(CCOP(=O)([O-])[O-])S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[NH4+].[NH4+]
67940-02-7,DTXSID00881275,CN(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.Cl
679-46-9,DTXSID50617268,C(C(=O)O)C(C(C(F)(F)F)(F)F)(F)F
679-53-8,DTXSID70895243,C(CCl)OCC(C(C(F)(F)F)(F)F)(F)F
67963-75-1,DTXSID40896646,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)[O-].[Na+]
67963-76-2,DTXSID501023646,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)[O-].[Na+]
67963-77-3,DTXSID301023652,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)[O-].[K+]
679-69-6,DTXSID70405740,C(CI)C(C(F)(F)Cl)(F)Cl
67969-65-7,DTXSID2070924,CCN(CCOP(=O)(O)O)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
67969-69-1,DTXSID7070925,CCN(CCOP(=O)(O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.N.N
679-75-4,DTXSID601023237,C(CCl)SC(C(F)(F)F)(F)F
679-77-6,DTXSID20341902,C(C(F)(F)SSC(C(F)(F)F)(F)F)(F)(F)F
67990-76-5,DTXSID70452855,C(C(C(F)(F)I)(F)F)(C(OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F
67990-77-6,DTXSID30458595,C(C(C(C(F)(F)I)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(F)F
67990-78-7,DTXSID60382152,C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F
67990-79-8,DTXSID60527006,C(C(C(F)(F)F)(F)F)(C(OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F
67990-80-1,DTXSID20527007,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(F)F
67996-82-1,DTXSID301023040,C(C(C(C(C(F)F)(F)F)(F)F)(F)F)OP(=O)([O-])OCC(C(C(C(F)F)(F)F)(F)F)(F)F.[Na+]
680-05-7,DTXSID50379576,COC(=O)C(C(F)(F)F)(C(F)(F)F)F
680-07-9,DTXSID10561137,C(C(C(C(C(=O)C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F
680-14-8,DTXSID70289320,C(=O)(C(C(F)(F)F)(F)F)NN
68015-84-9,DTXSID1070983,CCN.C(=O)(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)O
68015-85-0,DTXSID6070984,CC[NH3+].C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-]
68015-86-1,DTXSID1070985,CC[NH3+].C(=O)(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-]
68015-87-2,DTXSID6070986,CCN.C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
680-17-1,DTXSID80379701,C(C(C(F)(F)F)(F)F)(C(F)(F)F)F
680187-85-3,DTXSID20462500,C=CS(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
680187-86-4,DTXSID40466747,C=CS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
680-19-3,DTXSID10631324,C(C(F)(F)F)(N(C(F)(F)F)F)(F)F
68025-62-7,DTXSID4071005,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
68052-68-6,DTXSID0071047,CC[NH3+].C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-]
680615-57-0,DTXSID50478376,C12(C(O1)(C(OC2(F)F)(F)F)F)F
68084-62-8,DTXSID1071080,CN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68085-63-2,DTXSID90790665,C(C=CCCl)C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl
681-30-1,DTXSID50521316,C(C(F)(F)I)(OC(C(F)(F)I)(F)F)(F)F
6813-23-6,DTXSID00409751,C1=CC(=CC=C1C(=O)[O-])NC(=O)C(C(OC(F)(F)F)(F)F)(F)F
68136-88-9,DTXSID70893406,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(F)F.[K+]
681443-29-8,DTXSID60896229,C1=CC=C2C(=C1)N=NN2S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
681477-42-9,DTXSID50897467,C1=CC=C(C=C1)I=C(S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68155-54-4,DTXSID60880582,C1(C(C(OC(C1(F)F)(F)F)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)(F)F)(F)F
68156-00-3,DTXSID20880583,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)S(=O)(=O)F)(C(F)(F)F)F
68156-01-4,DTXSID80880584,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)S(=O)(=O)[O-])(C(F)(F)F)F.[K+]
68156-06-9,DTXSID90880590,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
68156-07-0,DTXSID50880591,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)S(=O)(=O)[O-].[K+]
68158-13-4,DTXSID30881304,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)I)(F)F
68227-97-4,DTXSID3071301,CN(CCCCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68227-98-5,DTXSID8071302,CN(CCCCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68227-99-6,DTXSID3071303,CN(CCCCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68239-72-5,DTXSID5071331,CN(CCCCO)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68239-73-6,DTXSID0071332,CN(CCCCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68239-74-7,DTXSID5071333,CN(CCCCO)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68239-75-8,DTXSID0071334,CCN(CCC[Si](OC)(OC)OC)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68252-05-1,DTXSID60502010,C1(=C2C(C(C2(F)F)(F)F)(F)F)C(C(C1(F)F)(F)F)(F)F
68252-06-2,DTXSID40501349,C1(=C(C(C1(F)F)(F)F)F)C2(C(C(C2(F)F)(F)F)(F)F)F
68259-06-3,DTXSID3071351,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(F)F
68259-07-4,DTXSID8071352,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F.[NH4+]
68259-08-5,DTXSID3071353,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F.N
68259-09-6,DTXSID8071354,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F.[NH4+]
68259-10-9,DTXSID3071355,C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F.[NH4+]
68259-11-0,DTXSID10880597,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+]
68259-12-1,DTXSID8071356,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F
68259-14-3,DTXSID8071358,CNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68259-15-4,DTXSID3071359,CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
6826-38-6,DTXSID10896118,C1=CC2=C(C=C1[N+](=O)[O-])NC(=N2)C(C(C(F)(F)F)(F)F)(F)F
68298-06-6,DTXSID2071368,CCN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-07-7,DTXSID7071369,C1=CC=C(C=C1)CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68298-08-8,DTXSID6071370,C1=CC=C(C=C1)CNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-09-9,DTXSID1071371,C1=CC=C(C=C1)CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-10-2,DTXSID6071372,C1=CC=C(C=C1)CNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-11-3,DTXSID70880598,C[N+](C)(CCCN(CCCS(=O)(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCO
68298-12-4,DTXSID1071373,CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68298-13-5,DTXSID6071374,CNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-60-2,DTXSID9071393,CCCCN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-72-6,DTXSID30880599,CCN(CCOC(=O)NC1=CC(=C(C=C1)C)NC(=O)OC(C)COC(=O)C(=C)C)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-73-7,DTXSID40880601,CCN(CCOC(=O)NC1=CC(=C(C=C1)C)NC(=O)OC(C)COC(=O)C(=C)C)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-74-8,DTXSID20880604,CCN(CCOC(=O)NC1=CC(=C(C=C1)C)NC(=O)OC(C)COC(=O)C(=C)C)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-75-9,DTXSID80880605,CCN(CCOC(=O)NC1=CC(=C(C=C1)C)NC(=O)OC(C)COC(=O)C(=C)C)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68298-76-0,DTXSID40880606,CCN(CCOC(=O)NC1=CC(=C(C=C1)C)NC(=O)OC(C)COC(=O)C(=C)C)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68298-89-5,DTXSID4071394,CN(CCCCO)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68299-19-4,DTXSID00880607,C1=CC=C(C(=C1)CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-].[Na+]
68299-20-7,DTXSID60880608,C1=CC=C(C(=C1)CNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-].[Na+]
68299-21-8,DTXSID20880609,C1=CC=C(C(=C1)CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-].[Na+]
68299-29-6,DTXSID30880610,C1=CC=C(C(=C1)CNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-].[Na+]
68308-14-5,DTXSID80276084,CC(C(C(C(CCO)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
68310-02-1,DTXSID6071407,CCCCN(CCO)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68310-12-3,DTXSID90887327,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
68310-75-8,DTXSID90880611,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.N.[I-]
68318-34-3,DTXSID50880612,C1(C(C(C(C(C1(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F
68318-36-5,DTXSID3071430,C[N+](C)(C)CCCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68318-95-6,DTXSID60378439,C=C(C(C(F)(F)F)(F)F)Br
68409-04-1,DTXSID50512406,C1=CC=C(C=C1)CSC(C(C(F)(F)F)(F)F)(F)F
684-32-2,DTXSID00880162,C(=O)(C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F
68541-01-5,DTXSID50887449,C1=CC(=CC(=C1)OS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)[O-].[K+]
68541-02-6,DTXSID60887450,C1=CC(=CC(=C1)OS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)[O-].[K+]
68555-66-8,DTXSID2071655,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)[O-])(F)F)(F)F)(F)F.[Na+]
68555-67-9,DTXSID7071656,C(C(C(C(C(F)(F)S(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[Na+]
68555-68-0,DTXSID2071657,CCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[Na+]
68555-69-1,DTXSID7071658,CCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
68555-70-4,DTXSID2071659,CCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
68555-71-5,DTXSID1071660,CCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
68555-72-6,DTXSID6071661,CCN(CCO)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-73-7,DTXSID1071662,CCN(CCO)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-74-8,DTXSID6071663,CN(CCO)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-75-9,DTXSID1071664,CN(CCO)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-76-0,DTXSID6071665,CN(CCO)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-77-1,DTXSID1071666,CN(C)CCCNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68555-78-2,DTXSID6071667,CN(C)CCCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-79-3,DTXSID1071668,CCN(CC(=O)OCC)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68555-81-7,DTXSID30880615,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Cl-]
68568-54-7,DTXSID90880616,C1=CC(=CC(=C1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)[O-].[K+]
685880-46-0,DTXSID70790481,CCSC(C(C(=O)C(C(F)(F)SCC)(F)F)(F)F)(F)F
6866-58-6,DTXSID80218808,C1=CC2=C(C=C1Cl)NC(=N2)C(C(C(F)(F)F)(F)F)(F)F
686720-34-3,DTXSID90664377,C1CCN(C1)C(=O)C(C(F)(F)F)(F)F
68697-63-2,DTXSID20626382,C12(C(C(C(C1(F)F)(F)F)(F)F)(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F)F)F
68734-62-3,DTXSID00380753,C[Si](C)(C)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68758-55-4,DTXSID20881277,CN(CCOC(=O)C=C)S(=O)(=O)CC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68758-56-5,DTXSID8071726,CN(CCOC(=O)C=C)S(=O)(=O)CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68758-57-6,DTXSID3071727,C(CS(=O)(=O)Cl)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68815-72-5,DTXSID80881278,C1=CC(=CC(=C1)OS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)[O-].[K+]
68957-31-3,DTXSID5071888,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
68957-32-4,DTXSID0071889,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68957-33-5,DTXSID9071890,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
68957-53-9,DTXSID6071902,CCN(CC(=O)OCC)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68957-54-0,DTXSID1071903,CCN(CC(=O)OCC)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68957-55-1,DTXSID10880618,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F.[Cl-]
68957-57-3,DTXSID30880938,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F.[I-]
68957-58-4,DTXSID90880939,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[I-]
68957-59-5,DTXSID6071904,CN(C)CCCNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F.Cl
68957-60-8,DTXSID1071905,CN(C)CCCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F.Cl
68957-61-9,DTXSID6071906,CN(C)CCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.Cl
68957-62-0,DTXSID1071907,CCNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68957-63-1,DTXSID6071908,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
68970-43-4,DTXSID70568086,C1(C(C(OC1(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F
69013-34-9,DTXSID1071953,CN(CCOP(=O)(O)O)S(=O)(=O)C1=CC=C(C=C1)OC(=C(C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
69064-33-1,DTXSID5073612,C12(C(C3(C(C(C1(F)F)(C(C(C2(F)F)(C3(F)F)F)(F)F)F)(F)F)F)(F)F)F
69087-46-3,DTXSID00880940,C(=C(F)F)(OC(C(C(F)(F)F)(OC(C(C(=O)O)(F)F)(F)F)F)(F)F)F
69091-20-9,DTXSID40893256,C[N+](C)(C)CCCNS(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
690947-60-5,DTXSID60892584,CC(C)(CS(=O)(=O)O)NC(=O)CCSCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
69116-72-9,DTXSID70887648,COC(=O)C(C(OC(C(=O)F)(C(F)(F)F)F)(F)F)(F)F
69116-73-0,DTXSID90881284,COC(=O)C(C(OC(C(OC(C(=O)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F
69125-78-6,DTXSID10895166,CCCCCCCCCC(C(C(F)(F)F)(F)F)(F)F
69125-79-7,DTXSID40895179,CCCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
69125-80-0,DTXSID10895207,CCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
69125-82-2,DTXSID80895219,C(CCCC(C(C(F)(F)F)(F)F)(F)F)CCC(C(C(F)(F)F)(F)F)(F)F
69127-70-4,DTXSID50510280,CC1=CC=C(C=C1)SC(C(C(F)(F)F)(F)F)(F)F
69127-72-6,DTXSID50528481,C1=CC=C(C=C1)SC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
691358-66-4,DTXSID30893548,C1C2=CC=CC=C2C3=C1C=C(C=C3)C(=NOS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
6919-80-8,DTXSID60703080,B(OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F
69306-93-0,DTXSID30631381,C(C(F)(F)F)(N=S(C(F)(F)F)F)(F)F
694-17-7,DTXSID7073228,C1(C(O1)(F)F)(F)F
69481-44-3,DTXSID20326739,C1=CC=C(C=C1)C(=O)C(=O)C(C(C(F)(F)F)(F)F)(F)F
69492-70-2,DTXSID30896130,C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C(C(C(F)(F)F)(F)F)(F)F
69531-84-6,DTXSID201023047,CC(=O)SCC(C(F)(F)F)(F)F
69534-12-9,DTXSID40895533,C(=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C=O
69661-30-9,DTXSID20880942,C1(C(C(OC1(C(F)(F)F)F)(C(F)(F)F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)C(F)(F)F
69681-35-2,DTXSID20892929,C(C(C(C(C(C(C(=O)[O-])(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
69681-37-4,DTXSID90892931,C(C(C(C(C(C(C(C(C(C(C(=O)[O-])(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
697-11-0,DTXSID2073229,C1(=C(C(C1(F)F)(F)F)F)F
697-17-6,DTXSID50989856,C1C(C(C1(Cl)Cl)(F)Cl)(F)F
697-18-7,DTXSID7061017,C1(C(S(=O)(=O)O1)(F)F)(F)F
69804-18-8,DTXSID80887674,C(=C(F)F)(OC(C(C(F)(F)F)(OC(C(C(=O)N)(F)F)(F)F)F)(F)F)F
69804-19-9,DTXSID80880943,C(#N)C(C(OC(C(OC(=C(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F
